,Landmark Name,Latitude,Longitude,Number of EV charger station,Charger Info
73,Melbourne Visitor Booth,-37.8139525061193,144.964425882562,44,"[{'name': 'Lonsdale St', 'distance': 748.4021800993356, 'location': (-37.81343708, 144.955934)}, {'name': 'Bourke St', 'distance': 707.1202650884486, 'location': (-37.81477906, 144.956447)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 724.1408853108111, 'location': (-37.818758, 144.958866)}, {'name': 'Wilson Parking', 'distance': 420.18365677527095, 'location': (-37.811294, 144.967823)}, {'name': 'Alto Hotel', 'distance': 897.527202916846, 'location': (-37.816254, 144.954636)}, {'name': 'Queen Victoria Market - Underground Carpark', 'distance': 871.3245408202604, 'location': (-37.807804, 144.958282)}, {'name': 'Collins St', 'distance': 510.62414727080306, 'location': (-37.81496609, 144.9700935)}, {'name': 'Queen St', 'distance': 875.6667978547481, 'location': (-37.80782358, 144.9581717)}, {'name': 'Lonsdale St', 'distance': 634.2637985133526, 'location': (-37.81005952, 144.9696999)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 912.3745708290054, 'location': (-37.817852, 144.955291)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 548.7722309633314, 'location': (-37.810021, 144.960653)}, {'name': 'Lonsdale St', 'distance': 301.1766677111425, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 554.4145581326568, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 725.1422277167859, 'location': (-37.81861176, 144.9586537)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 904.8375024066856, 'location': (-37.821895, 144.966652)}, {'name': 'Rialto Car Park', 'distance': 828.366779295397, 'location': (-37.8191, 144.957613)}, {'name': 'Russell St', 'distance': 374.1847488799544, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 420.1956152405589, 'location': (-37.81129305, 144.967822)}, {'name': 'Latrobe Street', 'distance': 964.7549076763208, 'location': (-37.81241851, 144.95362)}, {'name': 'Wilson Parking Eureka', 'distance': 867.2066676380576, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 849.7745976774369, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 625.0230223503992, 'location': (-37.81621089, 144.9709391)}, {'name': 'Wilson Parking', 'distance': 706.7998560569048, 'location': (-37.814781, 144.956451)}, {'name': 'Southbank', 'distance': 775.4997295014908, 'location': (-37.82076345, 144.9663122)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 543.5394766902369, 'location': (-37.813049, 144.958347)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 478.97352540820975, 'location': (-37.812452, 144.969535)}, {'name': 'Southbank', 'distance': 578.4045314437725, 'location': (-37.81609341, 144.9584272)}, {'name': 'Southbank', 'distance': 765.9154622669223, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 610.2687653496268, 'location': (-37.816185, 144.97077)}, {'name': 'Bourke St', 'distance': 890.1479339680491, 'location': (-37.81638627, 144.9547755)}, {'name': 'Melbourne Central Carpark', 'distance': 259.3398692597885, 'location': (-37.811734, 144.963518)}, {'name': 'Lonsdale St', 'distance': 411.4042317513847, 'location': (-37.81067877, 144.9666047)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 481.3347825205088, 'location': (-37.818268, 144.96402)}, {'name': 'Collins St', 'distance': 913.9887055940327, 'location': (-37.81780946, 144.9552413)}, {'name': 'Bourke St', 'distance': 606.4255677362188, 'location': (-37.81211268, 144.9709222)}, {'name': 'Queens & Collins', 'distance': 339.5416837573149, 'location': (-37.81594, 144.961493)}, {'name': 'Lonsdale St', 'distance': 680.2595471697175, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 472.64642011989616, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 735.0694698702449, 'location': (-37.817739, 144.971282)}, {'name': 'Flagstaff Car Park', 'distance': 767.5744089309835, 'location': (-37.813111, 144.955756)}, {'name': 'Flinders Ln', 'distance': 807.6112000374762, 'location': (-37.81890714, 144.9577073)}, {'name': 'Bourke St', 'distance': 478.73709088991916, 'location': (-37.81581182, 144.9595123)}, {'name': 'Flinders St', 'distance': 455.20767521737025, 'location': (-37.8180318, 144.9640101)}, {'name': 'QV Melbourne - Car Park', 'distance': 411.23036759471097, 'location': (-37.810679, 144.966601)}]"
74,State Netball Hockey Centre,-37.7857860016289,144.947580972027,0,N/a
75,University Square,-37.800410711209,144.960398319302,4,"[{'name': 'Lygon Street Car park', 'distance': 618.5602880892567, 'location': (-37.802158, 144.96708)}, {'name': 'Queen Victoria Market - Underground Carpark', 'distance': 843.1245489746372, 'location': (-37.807804, 144.958282)}, {'name': 'Queen St', 'distance': 847.4346669004128, 'location': (-37.80782358, 144.9581717)}, {'name': 'Carlton', 'distance': 625.6509393617106, 'location': (-37.80216073, 144.9671638)}]"
76,Powlett Reserve,-37.8116929882498,144.987275671763,6,"[{'name': 'Park Hyatt Melbourne', 'distance': 980.2261292598316, 'location': (-37.811933, 144.976125)}, {'name': 'Collingwood Library', 'distance': 960.6172450260457, 'location': (-37.804471, 144.99327)}, {'name': 'Pullman Melbourne on the Park', 'distance': 596.1329123123124, 'location': (-37.815994, 144.983228)}, {'name': 'Parliament PI', 'distance': 954.765733046544, 'location': (-37.8110789, 144.9764385)}, {'name': 'Collingwood Library', 'distance': 978.8987812957411, 'location': (-37.80425886, 144.9932374)}, {'name': 'Pullman Melbourne', 'distance': 579.3520979519275, 'location': (-37.81581134, 144.9832392)}]"
77,Melbourne General Cemetery,-37.7891890023616,144.965785979892,0,N/a
78,Southern Cross Railway Station,-37.8181633057171,144.952944748845,28,"[{'name': 'Lonsdale St', 'distance': 587.6655721616778, 'location': (-37.81343708, 144.955934)}, {'name': 'Bourke St', 'distance': 486.2126975237258, 'location': (-37.81477906, 144.956447)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 524.4697301723987, 'location': (-37.818758, 144.958866)}, {'name': 'Hyatt Centric Melbourne', 'distance': 353.99376393552717, 'location': (-37.820407, 144.955802)}, {'name': 'Alto Hotel', 'distance': 259.2024824107302, 'location': (-37.816254, 144.954636)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 209.046650492133, 'location': (-37.817852, 144.955291)}, {'name': 'Lonsdale St', 'distance': 730.9314955058559, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 504.1019834827586, 'location': (-37.81861176, 144.9586537)}, {'name': 'Rialto Car Park', 'distance': 423.20885951676706, 'location': (-37.8191, 144.957613)}, {'name': 'Melbourne Convention Exhibition Centre', 'distance': 886.2487398483339, 'location': (-37.82613, 144.953107)}, {'name': 'Latrobe Street', 'distance': 641.7415696974873, 'location': (-37.81241851, 144.95362)}, {'name': 'Crown Metropol Melbourne', 'distance': 917.5670754183647, 'location': (-37.825511, 144.957692)}, {'name': 'West Melbourne', 'distance': 912.4644208561355, 'location': (-37.81010363, 144.9510094)}, {'name': 'Wilson Parking', 'distance': 486.26826512035734, 'location': (-37.814781, 144.956451)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 740.906787040125, 'location': (-37.813049, 144.958347)}, {'name': 'Downie St', 'distance': 323.24539472353064, 'location': (-37.82020302, 144.9555652)}, {'name': 'Southbank', 'distance': 533.9248581525624, 'location': (-37.81609341, 144.9584272)}, {'name': 'Bourke St', 'distance': 254.84652286552657, 'location': (-37.81638627, 144.9547755)}, {'name': 'Flagstaff City Inn', 'distance': 910.4856431299339, 'location': (-37.810116, 144.951048)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 973.220225832439, 'location': (-37.818268, 144.96402)}, {'name': 'Collins St', 'distance': 205.5944432795982, 'location': (-37.81780946, 144.9552413)}, {'name': 'Queens & Collins', 'distance': 790.7848980394243, 'location': (-37.81594, 144.961493)}, {'name': 'South Wharf', 'distance': 880.4241792935641, 'location': (-37.82586889, 144.9552364)}, {'name': 'Flagstaff Car Park', 'distance': 613.8635825678176, 'location': (-37.813111, 144.955756)}, {'name': 'Flinders Ln', 'distance': 426.57050407634813, 'location': (-37.81890714, 144.9577073)}, {'name': 'Bourke St', 'distance': 633.5883895618313, 'location': (-37.81581182, 144.9595123)}, {'name': 'Cellarbrations', 'distance': 994.6268762831193, 'location': (-37.809802, 144.948932)}, {'name': 'Flinders St', 'distance': 972.3922474027189, 'location': (-37.8180318, 144.9640101)}]"
79,State Library Victoria,-37.8099852201226,144.964330322397,34,"[{'name': 'Lonsdale St', 'distance': 831.7477479296922, 'location': (-37.81343708, 144.955934)}, {'name': 'Melbourne Museum', 'distance': 948.0821723498308, 'location': (-37.804609, 144.972702)}, {'name': 'Bourke St', 'distance': 874.1908771484601, 'location': (-37.81477906, 144.956447)}, {'name': 'Lygon Street Car park', 'distance': 903.53343255626, 'location': (-37.802158, 144.96708)}, {'name': 'Wilson Parking', 'distance': 339.6968518411406, 'location': (-37.811294, 144.967823)}, {'name': 'Queen Victoria Market - Underground Carpark', 'distance': 584.2704662461657, 'location': (-37.807804, 144.958282)}, {'name': 'Collins St', 'distance': 750.6092704063132, 'location': (-37.81496609, 144.9700935)}, {'name': 'Queen St', 'distance': 592.2142761506956, 'location': (-37.80782358, 144.9581717)}, {'name': 'Lonsdale St', 'distance': 471.934113824547, 'location': (-37.81005952, 144.9696999)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 323.17622281578565, 'location': (-37.810021, 144.960653)}, {'name': 'Lonsdale St', 'distance': 175.71153353066472, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 638.1569085732159, 'location': (-37.8130787, 144.9582143)}, {'name': 'Carlton', 'distance': 905.2388864770382, 'location': (-37.80216073, 144.9671638)}, {'name': 'Russell St', 'distance': 358.8145978945168, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 339.5721770139886, 'location': (-37.81129305, 144.967822)}, {'name': 'Latrobe Street', 'distance': 979.31796380412, 'location': (-37.81241851, 144.95362)}, {'name': 'Flinders St', 'distance': 903.7596585175511, 'location': (-37.81621089, 144.9709391)}, {'name': 'Wilson Parking', 'distance': 874.0440367510442, 'location': (-37.814781, 144.956451)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 626.5648410649551, 'location': (-37.813049, 144.958347)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 533.3530097400757, 'location': (-37.812452, 144.969535)}, {'name': 'Southbank', 'distance': 854.7978954104539, 'location': (-37.81609341, 144.9584272)}, {'name': 'ACDC Garage', 'distance': 892.0558887844563, 'location': (-37.816185, 144.97077)}, {'name': 'Melbourne Central Carpark', 'distance': 207.20105670264783, 'location': (-37.811734, 144.963518)}, {'name': 'Lonsdale St', 'distance': 214.2355702409942, 'location': (-37.81067877, 144.9666047)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 921.6956884185294, 'location': (-37.818268, 144.96402)}, {'name': 'Bourke St', 'distance': 625.7361407015146, 'location': (-37.81211268, 144.9709222)}, {'name': 'Queens & Collins', 'distance': 707.721302975573, 'location': (-37.81594, 144.961493)}, {'name': 'Lonsdale St', 'distance': 544.2638100287847, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 716.5765611435917, 'location': (-37.814844, 144.969685)}, {'name': 'Flagstaff Car Park', 'distance': 829.8175362010816, 'location': (-37.813111, 144.955756)}, {'name': 'Bourke St', 'distance': 774.1255623513803, 'location': (-37.81581182, 144.9595123)}, {'name': 'Flinders St', 'distance': 895.4619553301674, 'location': (-37.8180318, 144.9640101)}, {'name': 'QV Melbourne - Car Park', 'distance': 213.9414963378251, 'location': (-37.810679, 144.966601)}, {'name': 'Carlton', 'distance': 997.6327013775649, 'location': (-37.80320151, 144.9717566)}]"
80,Supreme Court,-37.8141494182814,144.957894024264,36,"[{'name': 'Lonsdale St', 'distance': 189.58318018243406, 'location': (-37.81343708, 144.955934)}, {'name': 'Bourke St', 'distance': 145.1640765508613, 'location': (-37.81477906, 144.956447)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 519.6779265007566, 'location': (-37.818758, 144.958866)}, {'name': 'Hyatt Centric Melbourne', 'distance': 719.8945449242792, 'location': (-37.820407, 144.955802)}, {'name': 'Wilson Parking', 'distance': 928.5058596829198, 'location': (-37.811294, 144.967823)}, {'name': 'Alto Hotel', 'distance': 369.8084057534447, 'location': (-37.816254, 144.954636)}, {'name': 'Queen Victoria Market - Underground Carpark', 'distance': 706.622784440037, 'location': (-37.807804, 144.958282)}, {'name': 'Queen St', 'distance': 704.0449113322152, 'location': (-37.80782358, 144.9581717)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 471.0905106947546, 'location': (-37.817852, 144.955291)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 519.2749365204588, 'location': (-37.810021, 144.960653)}, {'name': 'Lonsdale St', 'distance': 572.2976580376155, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 122.37592882293768, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 500.8140721671145, 'location': (-37.81861176, 144.9586537)}, {'name': 'Rialto Car Park', 'distance': 551.2057718320497, 'location': (-37.8191, 144.957613)}, {'name': 'Russell St', 'distance': 900.5264355659094, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 928.4594463567578, 'location': (-37.81129305, 144.967822)}, {'name': 'Latrobe Street', 'distance': 422.04396712317265, 'location': (-37.81241851, 144.95362)}, {'name': 'West Melbourne', 'distance': 753.9989677405712, 'location': (-37.81010363, 144.9510094)}, {'name': 'Wilson Parking', 'distance': 144.9607508239195, 'location': (-37.814781, 144.956451)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 128.70886012289137, 'location': (-37.813049, 144.958347)}, {'name': 'Downie St', 'distance': 703.7483091263038, 'location': (-37.82020302, 144.9555652)}, {'name': 'Southbank', 'distance': 221.2472285546208, 'location': (-37.81609341, 144.9584272)}, {'name': 'Southbank', 'distance': 969.0107899532618, 'location': (-37.82082443, 144.9649806)}, {'name': 'Bourke St', 'distance': 370.1275410361755, 'location': (-37.81638627, 144.9547755)}, {'name': 'Melbourne Central Carpark', 'distance': 562.5062780205251, 'location': (-37.811734, 144.963518)}, {'name': 'Flagstaff City Inn', 'distance': 750.456718424214, 'location': (-37.810116, 144.951048)}, {'name': 'Lonsdale St', 'distance': 857.2796647586774, 'location': (-37.81067877, 144.9666047)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 706.8354915202711, 'location': (-37.818268, 144.96402)}, {'name': 'Collins St', 'distance': 469.1141920066209, 'location': (-37.81780946, 144.9552413)}, {'name': 'Queens & Collins', 'distance': 373.7354703950088, 'location': (-37.81594, 144.961493)}, {'name': 'Flagstaff Car Park', 'distance': 220.5391176946848, 'location': (-37.813111, 144.955756)}, {'name': 'Flinders Ln', 'distance': 529.4548776560936, 'location': (-37.81890714, 144.9577073)}, {'name': 'Bourke St', 'distance': 233.26359880694892, 'location': (-37.81581182, 144.9595123)}, {'name': 'Cellarbrations', 'distance': 924.1441920510113, 'location': (-37.809802, 144.948932)}, {'name': 'Flinders St', 'distance': 689.420396596821, 'location': (-37.8180318, 144.9640101)}, {'name': 'QV Melbourne - Car Park', 'distance': 856.9778489871402, 'location': (-37.810679, 144.966601)}]"
81,Richmond Football Club,-37.8216740022008,144.988156318781,2,"[{'name': 'Pullman Melbourne on the Park', 'distance': 765.9446934385392, 'location': (-37.815994, 144.983228)}, {'name': 'Pullman Melbourne', 'distance': 782.2438744659038, 'location': (-37.81581134, 144.9832392)}]"
82,Melbourne Zoo,-37.7844449253712,144.951371205938,0,N/a
83,Melbourne International Shooting Club,-37.8292844929826,144.913415802464,6,"[{'name': 'Lorbek Luxury Cars', 'distance': 708.2233641804185, 'location': (-37.833209, 144.919764)}, {'name': 'Lorbek Luxury Cars', 'distance': 606.6324930381435, 'location': (-37.832093, 144.919335)}, {'name': 'Port Melbourne', 'distance': 589.0520519070043, 'location': (-37.83163355, 144.9194251)}, {'name': 'Port Melbourne', 'distance': 705.8561086274415, 'location': (-37.83316274, 144.9197754)}, {'name': 'Port Melbourne', 'distance': 332.23558170766796, 'location': (-37.82992222, 144.9171103)}, {'name': 'Coles Express with co-located Hungry Jacks', 'distance': 334.07681843147213, 'location': (-37.829682, 144.917185)}]"
84,Docklands Park,-37.8209956785618,144.946781702342,10,"[{'name': 'Hyatt Centric Melbourne', 'distance': 795.2612008553616, 'location': (-37.820407, 144.955802)}, {'name': 'Alto Hotel', 'distance': 868.5898081452581, 'location': (-37.816254, 144.954636)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 825.4017890825903, 'location': (-37.817852, 144.955291)}, {'name': 'Rialto Car Park', 'distance': 974.7701507308296, 'location': (-37.8191, 144.957613)}, {'name': 'Melbourne Convention Exhibition Centre', 'distance': 796.8666927342634, 'location': (-37.82613, 144.953107)}, {'name': 'Downie St', 'distance': 776.7757208028638, 'location': (-37.82020302, 144.9555652)}, {'name': 'Bourke St', 'distance': 869.6053128665789, 'location': (-37.81638627, 144.9547755)}, {'name': 'Collins St', 'distance': 823.4736752261869, 'location': (-37.81780946, 144.9552413)}, {'name': 'South Wharf', 'distance': 919.5770763404274, 'location': (-37.82586889, 144.9552364)}, {'name': 'Flinders Ln', 'distance': 987.6868706120207, 'location': (-37.81890714, 144.9577073)}]"
85,Point Park,-37.8233522700646,144.942102276731,0,N/a
86,Melbourne Theatre Company,-37.823930384816,144.968297429894,16,"[{'name': 'Secure Parking', 'distance': 912.5029738109567, 'location': (-37.832108, 144.969126)}, {'name': 'South Melbourne', 'distance': 927.6546855724182, 'location': (-37.82974328, 144.960726)}, {'name': 'South Melbourne', 'distance': 976.6778313315851, 'location': (-37.83103692, 144.961768)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 268.61759996432454, 'location': (-37.821895, 144.966652)}, {'name': 'South Melbourne', 'distance': 888.1492991376357, 'location': (-37.83189437, 144.9690271)}, {'name': 'Crown Metropol Melbourne', 'distance': 948.2277875006312, 'location': (-37.825511, 144.957692)}, {'name': 'Wilson Parking Eureka', 'distance': 367.35536459418375, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 311.21052929115, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 889.4574418322451, 'location': (-37.81621089, 144.9709391)}, {'name': 'Southbank', 'distance': 393.0777409126831, 'location': (-37.82076345, 144.9663122)}, {'name': 'Southbank', 'distance': 451.97428078896564, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 888.4883528870441, 'location': (-37.816185, 144.97077)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 733.4369369328962, 'location': (-37.818268, 144.96402)}, {'name': 'Federation Square Car Park', 'distance': 736.9054937056922, 'location': (-37.817739, 144.971282)}, {'name': 'The Arts Centre', 'distance': 145.99481573412177, 'location': (-37.822715, 144.96767)}, {'name': 'Flinders St', 'distance': 756.5508737764483, 'location': (-37.8180318, 144.9640101)}]"
87,Alexandra Gardens,-37.8206051404251,144.971796067365,15,"[{'name': 'Collins St', 'distance': 644.8244784324205, 'location': (-37.81496609, 144.9700935)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 474.2004547170773, 'location': (-37.821895, 144.966652)}, {'name': 'Wilson Parking Eureka', 'distance': 594.1869145860854, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 396.03510133023474, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 494.53793120600113, 'location': (-37.81621089, 144.9709391)}, {'name': 'Southbank', 'distance': 482.15723157635534, 'location': (-37.82076345, 144.9663122)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 928.3806361144356, 'location': (-37.812452, 144.969535)}, {'name': 'Southbank', 'distance': 599.3318420789253, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 499.84951011108325, 'location': (-37.816185, 144.97077)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 731.0327330244384, 'location': (-37.818268, 144.96402)}, {'name': 'Bourke St', 'distance': 947.7307262357745, 'location': (-37.81211268, 144.9709222)}, {'name': 'Grand Hyatt Melbourne', 'distance': 667.1181385108974, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 321.9842964058844, 'location': (-37.817739, 144.971282)}, {'name': 'The Arts Centre', 'distance': 431.85820480977264, 'location': (-37.822715, 144.96767)}, {'name': 'Flinders St', 'distance': 741.5858741991977, 'location': (-37.8180318, 144.9640101)}]"
88,Richmond Railway Station (Richmond) - Train stop,-37.8238992659834,144.989400751664,0,N/a
89,Jolimont-MCG Railway Station (East Melbourne) - Train stop,-37.8165651811668,144.983641003377,4,"[{'name': 'Park Hyatt Melbourne', 'distance': 837.6495007900229, 'location': (-37.811933, 144.976125)}, {'name': 'Pullman Melbourne on the Park', 'distance': 73.16662698073014, 'location': (-37.815994, 144.983228)}, {'name': 'Parliament PI', 'distance': 879.1781597430354, 'location': (-37.8110789, 144.9764385)}, {'name': 'Pullman Melbourne', 'distance': 90.97963176646697, 'location': (-37.81581134, 144.9832392)}]"
90,North Melbourne Recreation Reserve,-37.7988345257153,144.941452061463,0,N/a
91,Princes Park,-37.7870161727156,144.961115214367,0,N/a
92,Shrine of Remembrance,-37.8302080020387,144.973441913623,5,"[{'name': 'Secure Parking', 'distance': 434.0803448866808, 'location': (-37.832108, 144.969126)}, {'name': 'Wilson’s Carpark', 'distance': 614.6991689332581, 'location': (-37.835734, 144.973525)}, {'name': 'South Melbourne', 'distance': 430.826459265756, 'location': (-37.83189437, 144.9690271)}, {'name': 'Queens Road', 'distance': 508.4400071843478, 'location': (-37.83477276, 144.9737461)}, {'name': 'The Arts Centre', 'distance': 975.5954562904382, 'location': (-37.822715, 144.96767)}]"
93,Showgrounds Railway Station (Flemington),-37.7834651216244,144.914902626775,0,N/a
94,Newmarket Railway Station,-37.7872726241965,144.929059958114,0,N/a
95,Melbourne Showgrounds,-37.7823097850883,144.910822117306,0,N/a
96,Argyle Square,-37.8031480577285,144.965761295089,16,"[{'name': 'Melbourne Museum', 'distance': 631.2526057578797, 'location': (-37.804609, 144.972702)}, {'name': 'Lygon Street Car park', 'distance': 159.87180175008587, 'location': (-37.802158, 144.96708)}, {'name': 'Wilson Parking', 'distance': 924.0094232973626, 'location': (-37.811294, 144.967823)}, {'name': 'Queen Victoria Market - Underground Carpark', 'distance': 836.8031514831541, 'location': (-37.807804, 144.958282)}, {'name': 'Queen St', 'distance': 845.7758457902727, 'location': (-37.80782358, 144.9581717)}, {'name': 'Lonsdale St', 'distance': 843.0883673800136, 'location': (-37.81005952, 144.9696999)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 886.54092652611, 'location': (-37.810021, 144.960653)}, {'name': 'Lonsdale St', 'distance': 938.6723235989259, 'location': (-37.81137439, 144.9633783)}, {'name': 'Carlton', 'distance': 165.0864620359007, 'location': (-37.80216073, 144.9671638)}, {'name': 'Russell St', 'distance': 977.8046224551788, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 923.8885769557281, 'location': (-37.81129305, 144.967822)}, {'name': 'Melbourne Central Carpark', 'distance': 975.1482633574491, 'location': (-37.811734, 144.963518)}, {'name': 'Lonsdale St', 'distance': 840.9126979521316, 'location': (-37.81067877, 144.9666047)}, {'name': 'Lonsdale St', 'distance': 886.8962708803859, 'location': (-37.81017999, 144.9705189)}, {'name': 'QV Melbourne - Car Park', 'distance': 840.9095847068118, 'location': (-37.810679, 144.966601)}, {'name': 'Carlton', 'distance': 526.931110637934, 'location': (-37.80320151, 144.9717566)}]"
97,Piazza Italia,-37.8025164192523,144.965863092947,13,"[{'name': 'Melbourne Museum', 'distance': 644.5295767673829, 'location': (-37.804609, 144.972702)}, {'name': 'Lygon Street Car park', 'distance': 114.13801718067123, 'location': (-37.802158, 144.96708)}, {'name': 'Wilson Parking', 'distance': 991.4049964379424, 'location': (-37.811294, 144.967823)}, {'name': 'Queen Victoria Market - Underground Carpark', 'distance': 888.7009944116547, 'location': (-37.807804, 144.958282)}, {'name': 'Queen St', 'distance': 897.422026940963, 'location': (-37.80782358, 144.9581717)}, {'name': 'Lonsdale St', 'distance': 904.2365725778952, 'location': (-37.81005952, 144.9696999)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 952.0633201713918, 'location': (-37.810021, 144.960653)}, {'name': 'Carlton', 'distance': 120.96667453233461, 'location': (-37.80216073, 144.9671638)}, {'name': 'Russell St', 'distance': 991.285669933441, 'location': (-37.81129305, 144.967822)}, {'name': 'Lonsdale St', 'distance': 910.2331249057806, 'location': (-37.81067877, 144.9666047)}, {'name': 'Lonsdale St', 'distance': 945.5296602807708, 'location': (-37.81017999, 144.9705189)}, {'name': 'QV Melbourne - Car Park', 'distance': 910.235418949784, 'location': (-37.810679, 144.966601)}, {'name': 'Carlton', 'distance': 523.5288145951235, 'location': (-37.80320151, 144.9717566)}]"
98,Murchinson Square,-37.8002735025371,144.973059252203,4,"[{'name': 'Melbourne Museum', 'distance': 483.25768989229886, 'location': (-37.804609, 144.972702)}, {'name': 'Lygon Street Car park', 'distance': 565.7634942892196, 'location': (-37.802158, 144.96708)}, {'name': 'Carlton', 'distance': 559.0432653384252, 'location': (-37.80216073, 144.9671638)}, {'name': 'Carlton', 'distance': 345.218242468791, 'location': (-37.80320151, 144.9717566)}]"
99,Westpac Centre,-37.8242456858593,144.979720306309,2,"[{'name': 'Pullman Melbourne on the Park', 'distance': 968.1981737268549, 'location': (-37.815994, 144.983228)}, {'name': 'Pullman Melbourne', 'distance': 987.7874219609427, 'location': (-37.81581134, 144.9832392)}]"
100,Webb Bridge,-37.8232052384507,144.947291011905,7,"[{'name': 'Hyatt Centric Melbourne', 'distance': 809.987352904876, 'location': (-37.820407, 144.955802)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 921.2147659199732, 'location': (-37.817852, 144.955291)}, {'name': 'Melbourne Convention Exhibition Centre', 'distance': 605.7589251824231, 'location': (-37.82613, 144.953107)}, {'name': 'Crown Metropol Melbourne', 'distance': 949.1364069809005, 'location': (-37.825511, 144.957692)}, {'name': 'Downie St', 'distance': 800.0218040513348, 'location': (-37.82020302, 144.9555652)}, {'name': 'Collins St', 'distance': 920.9637544434856, 'location': (-37.81780946, 144.9552413)}, {'name': 'South Wharf', 'distance': 758.3496559679418, 'location': (-37.82586889, 144.9552364)}]"
101,Kardinia Park Stadium,-38.1576773240316,144.35458716931657,2,"[{'name': 'Rex Gorell Nissan', 'distance': 659.0540312206052, 'location': (-38.16275, 144.350693)}, {'name': 'Bob Morell Reserve', 'distance': 681.9362690431202, 'location': (-38.163586, 144.352507)}]"
102,Werribee Park,-37.92986681887846,144.6711389848513,0,N/a
