,Landmark Name,Latitude,Longitude,Number of EV charger station,Charger Info
36,Melbourne Childrens Court,-37.8125077646598,144.958298873269,36,"[{'name': 'Lonsdale St', 'distance': 232.09825803271843, 'location': (-37.81343708, 144.955934)}, {'name': 'Bourke St', 'distance': 300.50879167299985, 'location': (-37.81477906, 144.956447)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 696.9964054402885, 'location': (-37.818758, 144.958866)}, {'name': 'Hyatt Centric Melbourne', 'distance': 905.6088587713992, 'location': (-37.820407, 144.955802)}, {'name': 'Wilson Parking', 'distance': 847.7484731150325, 'location': (-37.811294, 144.967823)}, {'name': 'Alto Hotel', 'distance': 526.5252935042093, 'location': (-37.816254, 144.954636)}, {'name': 'Queen Victoria Market - Underground Carpark', 'distance': 523.2010597697346, 'location': (-37.807804, 144.958282)}, {'name': 'Queen St', 'distance': 521.1409191462491, 'location': (-37.80782358, 144.9581717)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 650.5487355025613, 'location': (-37.817852, 144.955291)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 345.40415324984656, 'location': (-37.810021, 144.960653)}, {'name': 'Lonsdale St', 'distance': 463.81358375986866, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 63.93841919189744, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 679.6619049979315, 'location': (-37.81861176, 144.9586537)}, {'name': 'Rialto Car Park', 'distance': 735.725834983406, 'location': (-37.8191, 144.957613)}, {'name': 'Russell St', 'distance': 830.0450138727745, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 847.6785615620263, 'location': (-37.81129305, 144.967822)}, {'name': 'Latrobe Street', 'distance': 411.271052873133, 'location': (-37.81241851, 144.95362)}, {'name': 'West Melbourne', 'distance': 694.1415610050091, 'location': (-37.81010363, 144.9510094)}, {'name': 'Wilson Parking', 'distance': 300.50014729994354, 'location': (-37.814781, 144.956451)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 60.34987681362005, 'location': (-37.813049, 144.958347)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 987.3824211657563, 'location': (-37.812452, 144.969535)}, {'name': 'Downie St', 'distance': 889.008219753553, 'location': (-37.82020302, 144.9555652)}, {'name': 'Southbank', 'distance': 398.9901110189891, 'location': (-37.81609341, 144.9584272)}, {'name': 'Bourke St', 'distance': 531.0043869671796, 'location': (-37.81638627, 144.9547755)}, {'name': 'Melbourne Central Carpark', 'distance': 466.6332008213495, 'location': (-37.811734, 144.963518)}, {'name': 'Flagstaff City Inn', 'distance': 690.4812731161898, 'location': (-37.810116, 144.951048)}, {'name': 'Lonsdale St', 'distance': 757.6967240493669, 'location': (-37.81067877, 144.9666047)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 814.3923911677779, 'location': (-37.818268, 144.96402)}, {'name': 'Collins St', 'distance': 648.0264317559772, 'location': (-37.81780946, 144.9552413)}, {'name': 'Queens & Collins', 'distance': 473.8394988768191, 'location': (-37.81594, 144.961493)}, {'name': 'Flagstaff Car Park', 'distance': 233.30797966130024, 'location': (-37.813111, 144.955756)}, {'name': 'Flinders Ln', 'distance': 713.6969909672308, 'location': (-37.81890714, 144.9577073)}, {'name': 'Bourke St', 'distance': 382.6648583325545, 'location': (-37.81581182, 144.9595123)}, {'name': 'Cellarbrations', 'distance': 876.4147860044541, 'location': (-37.809802, 144.948932)}, {'name': 'Flinders St', 'distance': 793.3385374854038, 'location': (-37.8180318, 144.9640101)}, {'name': 'QV Melbourne - Car Park', 'distance': 757.3766579095817, 'location': (-37.810679, 144.966601)}]"
37,Etihad Stadium,-37.8161760471742,144.947496254547,21,"[{'name': 'Lonsdale St', 'distance': 801.5859560458017, 'location': (-37.81343708, 144.955934)}, {'name': 'Bourke St', 'distance': 801.7081244498845, 'location': (-37.81477906, 144.956447)}, {'name': 'Hyatt Centric Melbourne', 'distance': 868.378929349585, 'location': (-37.820407, 144.955802)}, {'name': 'District Docklands Shopping - West Carpark', 'distance': 997.6260750389499, 'location': (-37.812855, 144.93695)}, {'name': 'Docklands', 'distance': 964.4433274058979, 'location': (-37.81279364, 144.9373902)}, {'name': 'Alto Hotel', 'distance': 627.4258723281806, 'location': (-37.816254, 144.954636)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 709.8287317531122, 'location': (-37.817852, 144.955291)}, {'name': 'Rialto Car Park', 'distance': 946.5637428938545, 'location': (-37.8191, 144.957613)}, {'name': 'Docklands', 'distance': 855.1543112263242, 'location': (-37.81209916, 144.9392454)}, {'name': 'Latrobe Street', 'distance': 681.3507621691033, 'location': (-37.81241851, 144.95362)}, {'name': 'West Melbourne', 'distance': 742.6396498801518, 'location': (-37.81010363, 144.9510094)}, {'name': 'Wilson Parking', 'distance': 802.0111561062567, 'location': (-37.814781, 144.956451)}, {'name': 'Docklands', 'distance': 818.321838861131, 'location': (-37.81254895, 144.939394)}, {'name': 'Downie St', 'distance': 838.6335856531814, 'location': (-37.82020302, 144.9555652)}, {'name': 'Southbank', 'distance': 960.5418805659733, 'location': (-37.81609341, 144.9584272)}, {'name': 'Bourke St', 'distance': 640.0504522038965, 'location': (-37.81638627, 144.9547755)}, {'name': 'Flagstaff City Inn', 'distance': 742.807237936357, 'location': (-37.810116, 144.951048)}, {'name': 'Collins St', 'distance': 704.3807900031758, 'location': (-37.81780946, 144.9552413)}, {'name': 'Flagstaff Car Park', 'distance': 801.878047867216, 'location': (-37.813111, 144.955756)}, {'name': 'Flinders Ln', 'distance': 947.2547887096543, 'location': (-37.81890714, 144.9577073)}, {'name': 'Cellarbrations', 'distance': 720.1221409111885, 'location': (-37.809802, 144.948932)}]"
38,Eureka Skydeck 88,-37.8216187583314,144.964622218598,27,"[{'name': 'South Melbourne', 'distance': 966.350692823506, 'location': (-37.82974328, 144.960726)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 597.5403631296591, 'location': (-37.818758, 144.958866)}, {'name': 'Hyatt Centric Melbourne', 'distance': 786.6113708934955, 'location': (-37.820407, 144.955802)}, {'name': 'Collins St', 'distance': 882.4280861987766, 'location': (-37.81496609, 144.9700935)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 920.7395359935767, 'location': (-37.817852, 144.955291)}, {'name': 'Flinders Ln', 'distance': 622.0035323226855, 'location': (-37.81861176, 144.9586537)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 180.9700489211591, 'location': (-37.821895, 144.966652)}, {'name': 'Rialto Car Park', 'distance': 676.591669402777, 'location': (-37.8191, 144.957613)}, {'name': 'Crown Metropol Melbourne', 'distance': 747.1168524242357, 'location': (-37.825511, 144.957692)}, {'name': 'Wilson Parking Eureka', 'distance': 50.780697112800894, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 244.2895253337145, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 818.469519516121, 'location': (-37.81621089, 144.9709391)}, {'name': 'Southbank', 'distance': 176.35038289484146, 'location': (-37.82076345, 144.9663122)}, {'name': 'Downie St', 'distance': 811.2161268474291, 'location': (-37.82020302, 144.9555652)}, {'name': 'Southbank', 'distance': 820.9824885924152, 'location': (-37.81609341, 144.9584272)}, {'name': 'Southbank', 'distance': 93.7965347127991, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 810.6121924439456, 'location': (-37.816185, 144.97077)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 376.4417320270523, 'location': (-37.818268, 144.96402)}, {'name': 'Collins St', 'distance': 926.784152451948, 'location': (-37.81780946, 144.9552413)}, {'name': 'Queens & Collins', 'distance': 688.8960129818552, 'location': (-37.81594, 144.961493)}, {'name': 'South Wharf', 'distance': 950.5371439546938, 'location': (-37.82586889, 144.9552364)}, {'name': 'Grand Hyatt Melbourne', 'distance': 875.0650191708514, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 727.0819922591022, 'location': (-37.817739, 144.971282)}, {'name': 'Flinders Ln', 'distance': 678.321739886494, 'location': (-37.81890714, 144.9577073)}, {'name': 'The Arts Centre', 'distance': 294.23995432372465, 'location': (-37.822715, 144.96767)}, {'name': 'Bourke St', 'distance': 786.6293742602984, 'location': (-37.81581182, 144.9595123)}, {'name': 'Flinders St', 'distance': 402.58561822789267, 'location': (-37.8180318, 144.9640101)}]"
39,County Court Melbourne,-37.8132011619962,144.957734246387,35,"[{'name': 'Lonsdale St', 'distance': 160.354653700536, 'location': (-37.81343708, 144.955934)}, {'name': 'Bourke St', 'distance': 208.80159003516835, 'location': (-37.81477906, 144.956447)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 626.0353055269971, 'location': (-37.818758, 144.958866)}, {'name': 'Hyatt Centric Melbourne', 'distance': 819.2896864122274, 'location': (-37.820407, 144.955802)}, {'name': 'Wilson Parking', 'distance': 911.5680938671976, 'location': (-37.811294, 144.967823)}, {'name': 'Alto Hotel', 'distance': 435.2285440055016, 'location': (-37.816254, 144.954636)}, {'name': 'Queen Victoria Market - Underground Carpark', 'distance': 602.2520709729063, 'location': (-37.807804, 144.958282)}, {'name': 'Queen St', 'distance': 599.3815665321508, 'location': (-37.80782358, 144.9581717)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 560.0919127256285, 'location': (-37.817852, 144.955291)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 436.9312465440191, 'location': (-37.810021, 144.960653)}, {'name': 'Lonsdale St', 'distance': 535.9754636654111, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 44.32853669889686, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 607.2187421347728, 'location': (-37.81861176, 144.9586537)}, {'name': 'Rialto Car Park', 'distance': 656.2132579168302, 'location': (-37.8191, 144.957613)}, {'name': 'Russell St', 'distance': 889.6357673918454, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 911.5072363892043, 'location': (-37.81129305, 144.967822)}, {'name': 'Latrobe Street', 'distance': 371.8667986617121, 'location': (-37.81241851, 144.95362)}, {'name': 'West Melbourne', 'distance': 684.0489693940092, 'location': (-37.81010363, 144.9510094)}, {'name': 'Wilson Parking', 'distance': 208.7929660908157, 'location': (-37.814781, 144.956451)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 56.441975915809856, 'location': (-37.813049, 144.958347)}, {'name': 'Downie St', 'distance': 801.7972382959587, 'location': (-37.82020302, 144.9555652)}, {'name': 'Southbank', 'distance': 327.4161284724876, 'location': (-37.81609341, 144.9584272)}, {'name': 'Bourke St', 'distance': 439.44022343838907, 'location': (-37.81638627, 144.9547755)}, {'name': 'Melbourne Central Carpark', 'distance': 533.7986717193885, 'location': (-37.811734, 144.963518)}, {'name': 'Flagstaff City Inn', 'distance': 680.4258097737651, 'location': (-37.810116, 144.951048)}, {'name': 'Lonsdale St', 'distance': 828.4429588340435, 'location': (-37.81067877, 144.9666047)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 789.1099516234239, 'location': (-37.818268, 144.96402)}, {'name': 'Collins St', 'distance': 557.4262744728331, 'location': (-37.81780946, 144.9552413)}, {'name': 'Queens & Collins', 'distance': 449.3277981241213, 'location': (-37.81594, 144.961493)}, {'name': 'Flagstaff Car Park', 'distance': 174.12379244387006, 'location': (-37.813111, 144.955756)}, {'name': 'Flinders Ln', 'distance': 634.6793984609704, 'location': (-37.81890714, 144.9577073)}, {'name': 'Bourke St', 'distance': 329.7474128406867, 'location': (-37.81581182, 144.9595123)}, {'name': 'Cellarbrations', 'distance': 860.9591228785553, 'location': (-37.809802, 144.948932)}, {'name': 'Flinders St', 'distance': 769.9428863593957, 'location': (-37.8180318, 144.9640101)}, {'name': 'QV Melbourne - Car Park', 'distance': 828.1283754412422, 'location': (-37.810679, 144.966601)}]"
40,Sandridge Rail Bridge,-37.8201763042794,144.96298113724,35,"[{'name': 'Lonsdale St', 'distance': 972.2870757617428, 'location': (-37.81343708, 144.955934)}, {'name': 'Bourke St', 'distance': 830.6866010874985, 'location': (-37.81477906, 144.956447)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 394.49589062230893, 'location': (-37.818758, 144.958866)}, {'name': 'Hyatt Centric Melbourne', 'distance': 631.3141629931613, 'location': (-37.820407, 144.955802)}, {'name': 'Alto Hotel', 'distance': 853.2367053720151, 'location': (-37.816254, 144.954636)}, {'name': 'Collins St', 'distance': 852.3009767147379, 'location': (-37.81496609, 144.9700935)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 723.473094380188, 'location': (-37.817852, 144.955291)}, {'name': 'Lonsdale St', 'distance': 979.657259726984, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 893.6984859518087, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 418.16481493827166, 'location': (-37.81861176, 144.9586537)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 374.93391514644276, 'location': (-37.821895, 144.966652)}, {'name': 'Rialto Car Park', 'distance': 486.62953588068797, 'location': (-37.8191, 144.957613)}, {'name': 'Crown Metropol Melbourne', 'distance': 753.6936038969119, 'location': (-37.825511, 144.957692)}, {'name': 'Wilson Parking Eureka', 'distance': 259.18071459191293, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 402.21177204919155, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 826.7323672105936, 'location': (-37.81621089, 144.9709391)}, {'name': 'Wilson Parking', 'distance': 830.2877294992206, 'location': (-37.814781, 144.956451)}, {'name': 'Southbank', 'distance': 299.8798079838991, 'location': (-37.82076345, 144.9663122)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 891.230624816809, 'location': (-37.813049, 144.958347)}, {'name': 'Downie St', 'distance': 651.6064850936411, 'location': (-37.82020302, 144.9555652)}, {'name': 'Southbank', 'distance': 605.2737520827928, 'location': (-37.81609341, 144.9584272)}, {'name': 'Southbank', 'distance': 189.89768769891256, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 815.7676076595079, 'location': (-37.816185, 144.97077)}, {'name': 'Bourke St', 'distance': 835.2038078283716, 'location': (-37.81638627, 144.9547755)}, {'name': 'Melbourne Central Carpark', 'distance': 940.2202833449064, 'location': (-37.811734, 144.963518)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 231.055447262836, 'location': (-37.818268, 144.96402)}, {'name': 'Collins St', 'distance': 729.2483567875673, 'location': (-37.81780946, 144.9552413)}, {'name': 'Queens & Collins', 'distance': 489.00969411217665, 'location': (-37.81594, 144.961493)}, {'name': 'South Wharf', 'distance': 929.4914290404274, 'location': (-37.82586889, 144.9552364)}, {'name': 'Grand Hyatt Melbourne', 'distance': 835.9226138601509, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 778.1195318482971, 'location': (-37.817739, 144.971282)}, {'name': 'Flinders Ln', 'distance': 484.41478826740496, 'location': (-37.81890714, 144.9577073)}, {'name': 'The Arts Centre', 'distance': 499.4640529059308, 'location': (-37.822715, 144.96767)}, {'name': 'Bourke St', 'distance': 573.2136420100674, 'location': (-37.81581182, 144.9595123)}, {'name': 'Flinders St', 'distance': 255.09225054851785, 'location': (-37.8180318, 144.9640101)}]"
41,Lincoln Square,-37.8027919689732,144.962760852233,11,"[{'name': 'Melbourne Museum', 'distance': 896.7442302557762, 'location': (-37.804609, 144.972702)}, {'name': 'Lygon Street Car park', 'distance': 386.08633661091915, 'location': (-37.802158, 144.96708)}, {'name': 'Queen Victoria Market - Underground Carpark', 'distance': 682.4391378713028, 'location': (-37.807804, 144.958282)}, {'name': 'Queen St', 'distance': 689.8413184971417, 'location': (-37.80782358, 144.9581717)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 825.1454457844332, 'location': (-37.810021, 144.960653)}, {'name': 'Lonsdale St', 'distance': 956.162153829115, 'location': (-37.81137439, 144.9633783)}, {'name': 'Carlton', 'distance': 393.27525611092244, 'location': (-37.80216073, 144.9671638)}, {'name': 'Melbourne Central Carpark', 'distance': 996.8437786984085, 'location': (-37.811734, 144.963518)}, {'name': 'Lonsdale St', 'distance': 940.0385078229891, 'location': (-37.81067877, 144.9666047)}, {'name': 'QV Melbourne - Car Park', 'distance': 939.9455886289501, 'location': (-37.810679, 144.966601)}, {'name': 'Carlton', 'distance': 791.9047673742934, 'location': (-37.80320151, 144.9717566)}]"
42,Flemington Bridge Railway Station,-37.7881645889621,144.939277838304,0,N/a
43,Carlton Gardens South,-37.8060684577258,144.971266479841,19,"[{'name': 'Melbourne Museum', 'distance': 205.592627711507, 'location': (-37.804609, 144.972702)}, {'name': 'Lygon Street Car park', 'distance': 569.6999800560153, 'location': (-37.802158, 144.96708)}, {'name': 'Park Hyatt Melbourne', 'distance': 779.6176913401332, 'location': (-37.811933, 144.976125)}, {'name': 'Wilson Parking', 'distance': 655.2915227506611, 'location': (-37.811294, 144.967823)}, {'name': 'Collins St', 'distance': 995.0355064086114, 'location': (-37.81496609, 144.9700935)}, {'name': 'Lonsdale St', 'distance': 464.78226165467305, 'location': (-37.81005952, 144.9696999)}, {'name': 'Lonsdale St', 'distance': 910.4051185983901, 'location': (-37.81137439, 144.9633783)}, {'name': 'Carlton', 'distance': 564.7379505792195, 'location': (-37.80216073, 144.9671638)}, {'name': 'Russell St', 'distance': 710.699309237975, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 655.238390778378, 'location': (-37.81129305, 144.967822)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 726.1608187156672, 'location': (-37.812452, 144.969535)}, {'name': 'Parliament PI', 'distance': 719.1484182184128, 'location': (-37.8110789, 144.9764385)}, {'name': 'Melbourne Central Carpark', 'distance': 927.7817872199872, 'location': (-37.811734, 144.963518)}, {'name': 'Lonsdale St', 'distance': 656.352972601858, 'location': (-37.81067877, 144.9666047)}, {'name': 'Bourke St', 'distance': 672.9782476511643, 'location': (-37.81211268, 144.9709222)}, {'name': 'Lonsdale St', 'distance': 462.01975474943714, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 985.9458833486469, 'location': (-37.814844, 144.969685)}, {'name': 'QV Melbourne - Car Park', 'distance': 656.575951058379, 'location': (-37.810679, 144.966601)}, {'name': 'Carlton', 'distance': 321.78598878611626, 'location': (-37.80320151, 144.9717566)}]"
44,Victoria Police,-37.8164849024046,144.966486801188,40,"[{'name': 'Lonsdale St', 'distance': 987.311953975135, 'location': (-37.81343708, 144.955934)}, {'name': 'Bourke St', 'distance': 902.373139054192, 'location': (-37.81477906, 144.956447)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 715.7664321588966, 'location': (-37.818758, 144.958866)}, {'name': 'Park Hyatt Melbourne', 'distance': 986.7280366930964, 'location': (-37.811933, 144.976125)}, {'name': 'Wilson Parking', 'distance': 589.2008264530303, 'location': (-37.811294, 144.967823)}, {'name': 'Collins St', 'distance': 359.13604126852675, 'location': (-37.81496609, 144.9700935)}, {'name': 'Lonsdale St', 'distance': 768.4441022772477, 'location': (-37.81005952, 144.9696999)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 995.4398477272694, 'location': (-37.817852, 144.955291)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 883.0197884414736, 'location': (-37.810021, 144.960653)}, {'name': 'Lonsdale St', 'distance': 630.6640234700121, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 819.7246829483379, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 727.7997449165366, 'location': (-37.81861176, 144.9586537)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 601.9392926591355, 'location': (-37.821895, 144.966652)}, {'name': 'Rialto Car Park', 'distance': 832.2094211001262, 'location': (-37.8191, 144.957613)}, {'name': 'Russell St', 'distance': 531.4961879591966, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 589.2868742720254, 'location': (-37.81129305, 144.967822)}, {'name': 'Wilson Parking Eureka', 'distance': 594.0990499368604, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 533.6002082244489, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 392.4060494632714, 'location': (-37.81621089, 144.9709391)}, {'name': 'Wilson Parking', 'distance': 901.9841421702945, 'location': (-37.814781, 144.956451)}, {'name': 'Southbank', 'distance': 476.14935461428956, 'location': (-37.82076345, 144.9663122)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 810.9540493452976, 'location': (-37.813049, 144.958347)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 522.4622871461751, 'location': (-37.812452, 144.969535)}, {'name': 'Southbank', 'distance': 709.5300348799161, 'location': (-37.81609341, 144.9584272)}, {'name': 'Southbank', 'distance': 500.4996364771197, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 377.83740538815647, 'location': (-37.816185, 144.97077)}, {'name': 'Melbourne Central Carpark', 'distance': 589.3272162850254, 'location': (-37.811734, 144.963518)}, {'name': 'Lonsdale St', 'distance': 645.8982312471642, 'location': (-37.81067877, 144.9666047)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 293.79957415986473, 'location': (-37.818268, 144.96402)}, {'name': 'Collins St', 'distance': 999.0474122783979, 'location': (-37.81780946, 144.9552413)}, {'name': 'Bourke St', 'distance': 623.2262544136568, 'location': (-37.81211268, 144.9709222)}, {'name': 'Queens & Collins', 'distance': 442.96893833097664, 'location': (-37.81594, 144.961493)}, {'name': 'Lonsdale St', 'distance': 785.716898721022, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 335.09450726073254, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 443.8370517800055, 'location': (-37.817739, 144.971282)}, {'name': 'Flinders Ln', 'distance': 817.1302611209625, 'location': (-37.81890714, 144.9577073)}, {'name': 'The Arts Centre', 'distance': 700.7277311607115, 'location': (-37.822715, 144.96767)}, {'name': 'Bourke St', 'distance': 617.4026013202648, 'location': (-37.81581182, 144.9595123)}, {'name': 'Flinders St', 'distance': 277.4256841077781, 'location': (-37.8180318, 144.9640101)}, {'name': 'QV Melbourne - Car Park', 'distance': 645.8675182817788, 'location': (-37.810679, 144.966601)}]"
45,Royal Park Golf Course,-37.7819171308558,144.956309119368,0,N/a
46,Visy Park,-37.7834303940347,144.961982577553,0,N/a
47,Batman Park,-37.8218460949601,144.956665812218,31,"[{'name': 'Lonsdale St', 'distance': 937.5410837481098, 'location': (-37.81343708, 144.955934)}, {'name': 'Bourke St', 'distance': 786.3002139804495, 'location': (-37.81477906, 144.956447)}, {'name': 'South Melbourne', 'distance': 948.0720136265668, 'location': (-37.82974328, 144.960726)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 394.15267757331515, 'location': (-37.818758, 144.958866)}, {'name': 'Hyatt Centric Melbourne', 'distance': 177.15236585477444, 'location': (-37.820407, 144.955802)}, {'name': 'Alto Hotel', 'distance': 647.0726709129442, 'location': (-37.816254, 144.954636)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 460.3926285338269, 'location': (-37.817852, 144.955291)}, {'name': 'Lonsdale St', 'distance': 984.6420798448665, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 399.9140803395189, 'location': (-37.81861176, 144.9586537)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 877.4310929235501, 'location': (-37.821895, 144.966652)}, {'name': 'Rialto Car Park', 'distance': 316.58260138021615, 'location': (-37.8191, 144.957613)}, {'name': 'Melbourne Convention Exhibition Centre', 'distance': 569.9280846209282, 'location': (-37.82613, 144.953107)}, {'name': 'Crown Metropol Melbourne', 'distance': 417.49849227514534, 'location': (-37.825511, 144.957692)}, {'name': 'Wilson Parking Eureka', 'distance': 748.551724821449, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 942.0312610968795, 'location': (-37.82123242, 144.9673592)}, {'name': 'Wilson Parking', 'distance': 786.0759748088531, 'location': (-37.814781, 144.956451)}, {'name': 'Southbank', 'distance': 856.0770476415921, 'location': (-37.82076345, 144.9663122)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 989.5873270891792, 'location': (-37.813049, 144.958347)}, {'name': 'Downie St', 'distance': 206.7667546813885, 'location': (-37.82020302, 144.9555652)}, {'name': 'Southbank', 'distance': 658.3209942165527, 'location': (-37.81609341, 144.9584272)}, {'name': 'Southbank', 'distance': 739.3511833647539, 'location': (-37.82082443, 144.9649806)}, {'name': 'Bourke St', 'distance': 629.5991096427064, 'location': (-37.81638627, 144.9547755)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 758.906606254365, 'location': (-37.818268, 144.96402)}, {'name': 'Collins St', 'distance': 466.1138446615564, 'location': (-37.81780946, 144.9552413)}, {'name': 'Queens & Collins', 'distance': 781.9610707822922, 'location': (-37.81594, 144.961493)}, {'name': 'South Wharf', 'distance': 464.74546984193876, 'location': (-37.82586889, 144.9552364)}, {'name': 'Flagstaff Car Park', 'distance': 974.886474106586, 'location': (-37.813111, 144.955756)}, {'name': 'Flinders Ln', 'distance': 339.46622654472503, 'location': (-37.81890714, 144.9577073)}, {'name': 'The Arts Centre', 'distance': 971.6717148582871, 'location': (-37.822715, 144.96767)}, {'name': 'Bourke St', 'distance': 716.277337158677, 'location': (-37.81581182, 144.9595123)}, {'name': 'Flinders St', 'distance': 772.2822174692102, 'location': (-37.8180318, 144.9640101)}]"
